Received Date,From,Email Subject,Message Content
2021-01-12 13:03:01+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>",Your Amazon.in order #403-2120269-3783562,"multipart/alternative; 
	boundary=""----=_Part_125491335_482996829.1610436780377"""
2021-01-12 11:21:20+05:30,"""Integrated Insurance"" <Response@integratedinsurance.in>",Integrated Insurance - Renewal Reminder,"multipart/alternative;
	boundary=""----=_NextPart_000_07C6_01D6E8D4.FD8DFCA0"""
2021-01-12 11:10:57+05:30,XDA Developers <newsletter@xda-developers.com>,College students can get an ad-supported Hulu subscription for $2/month,text/html; charset=UTF-8
2021-01-12 08:00:08+05:30,"""Medium Daily Digest"" <noreply@medium.com>",Python Beginner Breakthroughs (Pythonic Style) | Miguel Saldana in Towards Data Science,multipart/alternative; boundary=efc44ec73bfad3e9b3e81d77818e46e8e190de1b1c1b7c3e4a2a4ebb3dbd
2021-01-12 05:34:47+05:30,"""Amazon.in"" <store-news@amazon.in>",Flossy Women's Kanjivaram silk...,"multipart/alternative; 
	boundary=""----=_Part_30282046_2118922201.1610409886535"""
2021-01-12 02:52:27+05:30,"""Myntra Updates"" <updates@myntra.com>",Your Myntra order item has been shipped,text/html; charset=UTF-8
2021-01-11 23:52:49+05:30,"""Pocket"" <noreply@getpocket.com>",The Origins of Video-Chat Voice,multipart/alternative; boundary=688c2bf8183a92d7f64de9cb8d5c83b5b4d5100187617f7d42b19f87e3d9
2021-01-11 23:44:59+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,"The best of brands are here, buy from the brands of Shoppers Stop at up to 50% OFF!","multipart/alternative;
	boundary=""b1_1e49e2fe3ca7273137869b0dc4db48af"""
2021-01-11 22:28:49+05:30,Amazon Reviews <donotreply@amazon.com>,"Did your recent Amazon order meet your expectations? Review it on
 Amazon","multipart/alternative; 
	boundary=""----=_Part_120432459_256596789.1610384329462"""
2021-01-11 21:28:13+05:30,"""=?utf-8?q?Pinterest?="" <recommendations@inspire.pinterest.com>",=?utf-8?B?SGkgRGVlcGFrISDwn4+OIDE4IGlkZWFzIGluIEx1eHVyeSBjYXJz?=,"multipart/alternative; boundary=""_----dzHXzMx3foc5rUfFT5GkEA===_1B/0B-33881-4957CFF5"""
2021-01-11 20:21:28+05:30,Mivi <info@mailer.mivi.in>,Big Savings Are On The Way!,"multipart/alternative;
	boundary=""b1_6611c2fdfcd300f487558cfbbe180818"""
2021-01-11 19:06:12+05:30,"""Pepperfry"" <newsletter@mktg.pepperfry.com>",Having a long day at work?,"multipart/alternative; boundary=""_----aUNKCogv29gGsfDbu3BLbw===_38/A0-46206-C445CFF5"""
2021-01-11 18:49:17+05:30,=?ISO-8859-1?B?U0JJIENhcmQ=?= <updates@info.sbicreditcard.com>,Exclusive Offers on latest fashion with SBI Credit Card,"text/html;
	charset=""ISO-8859-1"""
2021-01-11 18:16:13+05:30,=?UTF-8?B?RmxpcGthcnQ=?= <no-reply@ncb.flipkart.com>,=?UTF-8?B?WW91ciBGbGlwa2FydCBBeGlzIEJhbmsgQ3JlZGl0IENhcmQgaXMgSGVyZSE=?=,"multipart/alternative; boundary=""_----------=_161036866244575579"""
2021-01-11 18:11:35+05:30,TermLoans.CreditCard@hdfcbank.net,EASYEMI AMORTIZATION SCHEDULE 361135XXXX5344 0000000000063937566,"multipart/mixed; 
	boundary=""----=_Part_143693_2137586883.1610367609918"""
2021-01-11 17:42:59+05:30,"""HDFC Life"" <no-reply@reminders.hdfclife.com>","=?windows-1252?Q?Important!_Your_HDFC_Life_Policy=A021703949_is_?=
 =?windows-1252?Q?due_for_renewal_Premium.?=","multipart/alternative;
	charset=""windows-1252"";
	boundary=""----=_NextPart_555_613D5020.613D5020"""
2021-01-11 17:33:24+05:30,Myntra <updates@myntra.com>,The Indoor Edit,"multipart/alternative;
	boundary=""b1_1fafea1af55906c66573d2b0e54a58b4"""
2021-01-11 17:03:23+05:30,"""Integrated"" <customercare@integratedindia.in>",Variety of Investment opportunities...,text/html; charset=UTF-8
2021-01-11 14:44:36+05:30,GoAir <seats@fly.goair.in>,Your Safety. Our Priority,"multipart/alternative;
	boundary=""b1_7dc0efc83d033b59f191432899407e78"""
2021-01-11 14:07:34+05:30,"""Pepperfry"" <newsletter@mktg.pepperfry.com>","=?utf-8?B?4pqg77iPTW9uZGF5IFByaW9yaXR5IFRhc2s6IFNob3AgdGhhdCBE?=
	=?utf-8?B?cmVhbXkgTGl2aW5nIFJvb20=?=","multipart/alternative; boundary=""_----cbGez6sFwDUGc0LRNhzdDg===_20/75-49039-84E0CFF5"""
2021-01-11 14:02:04+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #403-4515756-5509113 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_114692098_14449124.1610353924045"""
2021-01-11 13:32:25+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>",Your Amazon.in order #403-5024611-3426710,"multipart/alternative; 
	boundary=""----=_Part_114014003_993366450.1610352144868"""
2021-01-11 11:17:29+05:30,credit_cards@icicibank.com,Merchant credit refund on your ICICI Bank Credit Card XX1011,"multipart/mixed; 
	boundary=""----=_Part_30172_997590779.1610344046222"""
2021-01-11 11:06:04+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Last few days to get INR 1500 off on Amazon,"multipart/alternative;
	boundary=""----=_NextPart_532_5B2AFAA2.5B2AFAA2"""
2021-01-11 11:04:00+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #403-2120269-3783562 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_112353097_746309817.1610343239447"""
2021-01-11 11:01:20+05:30,"""Spotify"" <no-reply@spotify.com>",Take control of your music with 1 month of Premium free.,multipart/alternative; boundary=5197e9429f5c804862cdf7d8a153ea4e5eaebc0ee8c2d74a2ea4c8920cf7
2021-01-11 10:46:32+05:30,XDA Developers <newsletter@xda-developers.com>,Here are 4 free tools to download updates onto Samsung Galaxy devices,text/html; charset=UTF-8
2021-01-11 09:02:03+05:30,"""Amazon.in"" <do-not-reply@amazon.in>",Amazon Pay Reward  Unlocked - Get up to Rs.300 back on 1Mg,"multipart/alternative; 
	boundary=""----=_Part_112203472_2039436083.1610335922623"""
2021-01-11 09:01:45+05:30,"""Amazon.in"" <auto-confirm@amazon.in>",Your Amazon.in order #403-2120269-3783562 of 1 item,"multipart/alternative; 
	boundary=""----=_Part_111781946_1014183041.1610335904562"""
2021-01-11 09:01:29+05:30,Amazon Pay balance <AmazonPay-balance@amazon.in>,Rs 599.00 was paid on Amazon.in,"multipart/alternative; 
	boundary=""----=_Part_111756172_1790523763.1610335889070"""
2021-01-11 08:52:33+05:30,=?UTF-8?B?RmxpcGthcnQ=?= <no-reply@ncp.flipkart.com>,=?UTF-8?B?KkZyZXNoICYgTmV3KiBqdXN0IGZvciB5b3Uh?=,"multipart/alternative; boundary=""_----------=_161032988826219646"""
2021-01-11 08:00:04+05:30,"""Medium Daily Digest"" <noreply@medium.com>",=?UTF-8?B?MyBQYW5kYXMgRnVuY3Rpb25zIFRoYXQgV2lsbCBNYWtlIFlvdXIgTGlmZSBFYXNpZXIgfCBTb25lciBZxLFsZMSxcsSxbSBpbiBU?= =?UTF-8?B?b3dhcmRzIERhdGEgU2NpZW5jZQ==?=,multipart/alternative; boundary=334bce24c08c6b987db0939f2da46bc8fce0ee9b99388b5a8041f2aabcd5
2021-01-11 07:51:07+05:30,BSNL Care <CACMS@sdc.bsnl.co.in>,Your Telephone Bill generated in the month of Jan'2021,"multipart/mixed; boundary=""{886e5499-ce7f-4750-b103-5032bcdbf96c}"""
2021-01-11 05:41:02+05:30,"""Amazon.in"" <store-news@amazon.in>",Divine International Trading...,"multipart/alternative; 
	boundary=""----=_Part_29456618_132871621.1610323862176"""
2021-01-11 03:35:36+05:30,Amazon Marketplace <marketplace-messages@amazon.in>,"Deepak Nambiar, regarding your recent order at Amazon.in.","multipart/alternative; 
	boundary=""----=_Part_109381156_1162950319.1610316335809"""
2021-01-11 00:58:47+05:30,"""Amazon.in"" <order-update@amazon.in>",Important update regarding your Amazon.in order,"multipart/alternative; 
	boundary=""----=_Part_109015725_1325193491.1610306926767"""
2021-01-10 23:21:48+05:30,"""Pocket"" <noreply@getpocket.com>",A 25-Year-Old Bet Comes Due: Has Tech Destroyed Society?,multipart/alternative; boundary=6c769570d551bfbacde00a73dd6670dd034b4d7d36677987dd1e734ca0f0
2021-01-10 21:33:16+05:30,"""return@amazon.in"" <return@amazon.in>",Your refund for Urban Ladder Hilton 2 Door....,"multipart/alternative; 
	boundary=""----=_Part_107561663_685736244.1610294595828"""
2021-01-10 21:16:43+05:30,"""Amazon.in"" <do-not-reply@amazon.in>",Amazon Pay Reward  Unlocked - Get up to Rs.150 back on Dominos,"multipart/alternative; 
	boundary=""----=_Part_107123558_1389560422.1610293603084"""
2021-01-10 20:14:19+05:30,Amazon Home Services <homeservices@amazon.com>,Appointment Confirmed: Furniture Assembly Service - Large,"multipart/alternative; 
	boundary=""----=_Part_107128393_1050174717.1610289859262"""
2021-01-10 20:11:09+05:30,"""Amazon.in"" <auto-confirm@amazon.in>",Your Amazon.in order #403-7260273-7775526 of 2 items,"multipart/alternative; 
	boundary=""----=_Part_106749720_1434991864.1610289668615"""
2021-01-10 20:10:51+05:30,amazon-pay@amazon.in,Update on your recent no cost EMI order,"multipart/alternative; 
	boundary=""----=_Part_61859818_1709502059.1610289650917"""
2021-01-10 20:10:18+05:30,credit_cards@icicibank.com,Transaction alert for your ICICI Bank credit card,"multipart/mixed; 
	boundary=""----=_Part_29348514_1963432843.1610289616737"""
2021-01-10 20:02:07+05:30,"""Amazon.in Marketplace"" <payments-update@amazon.in>",Your Amazon.in order has been cancelled,"multipart/alternative; 
	boundary=""----=_Part_106498040_1539903901.1610289126516"""
2021-01-10 19:59:54+05:30,"""Amazon.in Marketplace"" <payments-update@amazon.in>",Your Amazon.in order has been cancelled,"multipart/alternative; 
	boundary=""----=_Part_106308834_244869543.1610288993725"""
2021-01-10 19:05:20+05:30,"""Pepperfry"" <newsletter@mktg.pepperfry.com>","Hey Deepak, Weekend just got Happier!","multipart/alternative; boundary=""_----OW66cZPe3ZKg4CCtVdIEuw===_0A/5C-49039-7920BFF5"""
2021-01-10 16:05:07+05:30,"""Amazon.in"" <payments-update@amazon.in>","Payment Declined: Revise the payment now to complete your Amazon
 order","multipart/alternative; 
	boundary=""----=_Part_105044374_994050377.1610274906692"""
2021-01-10 16:02:59+05:30,"""Amazon.in"" <payments-update@amazon.in>","Payment Declined: Revise the payment now to complete your Amazon
 order","multipart/alternative; 
	boundary=""----=_Part_104828589_298699674.1610274779374"""
2021-01-10 15:51:14+05:30,Myntra <updates@myntra.com>,=?UTF-8?Q?=F0=9F=91=89Let's_Make_WFH_A_Little_Easier!?=,"multipart/alternative;
	boundary=""b1_56542fbcbf9a3d1344e1d3f44c751d51"""
2021-01-10 15:47:42+05:30,AJIO <style@mailer.ajio.in>,Casual Styles Come Calling: Bag Your Faves Now!,"text/html; charset=""UTF-8"""
2021-01-10 15:16:34+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,"=?UTF-8?Q?Sport_your_style_with_our_collection_of_Men=E2=80=99s_sport_sho?=
 =?UTF-8?Q?es_&_sneakers_now_at_upto_50%_OFF!?=","multipart/alternative;
	boundary=""b1_7ce505651b9984212c22a850338bcf14"""
2021-01-10 15:15:05+05:30,"""Amazon.in"" <order-update@amazon.in>",Cancelled: Urban Ladder Hilton 2 Door...,"multipart/alternative; 
	boundary=""----=_Part_104549623_1738580844.1610271904575"""
2021-01-10 15:09:37+05:30,"""Amazon.in"" <order-update@amazon.in>",Cancelled: Urban Ladder Hilton 2 Door...,"multipart/alternative; 
	boundary=""----=_Part_104523405_1299961776.1610271576558"""
2021-01-10 14:09:06+05:30,"""Amazon.in"" <do-not-reply@amazon.in>",Amazon Pay Reward  Unlocked - Get up to Rs.150 on UrbanCompany,"multipart/alternative; 
	boundary=""----=_Part_103866155_87554628.1610267945916"""
2021-01-10 14:08:56+05:30,"""Amazon.in"" <auto-confirm@amazon.in>",Your Amazon.in order #403-4515756-5509113 of 1 item,"multipart/alternative; 
	boundary=""----=_Part_103361502_546530861.1610267935866"""
2021-01-10 14:08:32+05:30,Amazon Pay balance <AmazonPay-balance@amazon.in>,Rs 299.00 was paid on Amazon.in,"multipart/alternative; 
	boundary=""----=_Part_103358301_1169215133.1610267912039"""
2021-01-10 14:07:26+05:30,"""Pepperfry"" <newsletter@mktg.pepperfry.com>",Last Two days of Pepperfry 9th Birthday Sale!,"multipart/alternative; boundary=""_----Wub3KWSoJXmrP609Pl4ZNQ===_28/88-45688-2CCBAFF5"""
2021-01-10 14:04:52+05:30,"""Myntra Updates"" <updates@myntra.com>",Your Myntra Order Confirmation. Please share your feedback,text/html; charset=UTF-8
2021-01-10 14:00:24+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_13095464_1203903353.1610267422406"""
2021-01-10 13:40:06+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: Your Amazon package has been delivered.,"multipart/alternative; 
	boundary=""----=_Part_103326493_714602007.1610266206514"""
2021-01-10 13:36:59+05:30,"""zomato"" <noreply@mailers.zomato.com>",=?UTF-8?B?TGV0J3Mgc2VlIHdoYXQgZmF0ZSBoYXMgaW4gc3RvcmUgZm9yIHlvdSDwn5GH?=,text/html; charset=UTF-8
2021-01-10 12:47:43+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>",Your Amazon.in order #403-8133555-6022717,"multipart/alternative; 
	boundary=""----=_Part_102923051_113340554.1610263062721"""
2021-01-10 11:58:48+05:30,Amazon Marketplace <marketplace-messages@amazon.in>,"Deepak Nambiar, regarding your recent order at Amazon.in.","multipart/alternative; 
	boundary=""----=_Part_102978348_453775748.1610260128440"""
2021-01-10 11:42:41+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Earn Reward Points on your rent payments!,"multipart/alternative;
	boundary=""----=_NextPart_653_5625D689.5625D689"""
2021-01-10 10:08:07+05:30,"""HDFC Life"" <no-reply@digitalservices.hdfclife.com>",Need policy related information? Just ask Elsa!,"multipart/alternative;
	charset=""windows-1252"";
	boundary=""----=_NextPart_292_5A7948CF.5A7948CF"""
2021-01-10 09:55:26+05:30,XDA Developers <newsletter@xda-developers.com>,"The Best Nintendo Switch headsets: HyperX, PDP, Corsair and more!",text/html; charset=UTF-8
2021-01-10 09:31:49+05:30,HDFC Bank Smart Statement <hdfcbanksmartstatement@hdfcbank.net>,Email Account Statement of your HDFC Bank Account  ***3320 for the period 10-Dec-2020 TO 09-Jan-2021,"multipart/mixed; boundary=""{48ff88f2-0d54-4fe3-ba7a-7a748e35f4bd}"""
2021-01-10 08:00:05+05:30,"""Medium Daily Digest"" <noreply@medium.com>",Become a More Efficient Python Programmer | Luay Matalka in Towards Data Science,multipart/alternative; boundary=81cbc00fde5f43689549815e295586962068a2c879964f7f54a5c418d6c6
2021-01-10 05:30:50+05:30,"""Amazon.in"" <store-news@amazon.in>",Applix Style Women Banarasi...,"multipart/alternative; 
	boundary=""----=_Part_28553692_836305278.1610236850084"""
2021-01-10 05:28:45+05:30,YONO SBI <yonobysbi@sbi.co.in>,"This New Year, explore exclusive offers on Car bookings and Loans,
 only on YONO SBI.","text/html; charset=""us-ascii"""
2021-01-10 01:28:13+05:30,"""return@amazon.in"" <return@amazon.in>",Your refund for AmazonBasics USB 3.0 Extension....,"multipart/alternative; 
	boundary=""----=_Part_99658952_1146463108.1610222293142"""
2021-01-10 01:27:01+05:30,Amazon Pay balance <in-gc-orders@gc.email.amazon.in>,Amazon has added a Refund Gift Card to your Amazon Pay balance,"multipart/alternative; 
	boundary=""----=_Part_99910729_868615761.1610222220848"""
2021-01-09 23:03:52+05:30,"""Pocket"" <noreply@getpocket.com>",=?UTF-8?B?VGhlIFByby1UcnVtcCBNb2IgV2FzIERvaW5nIEl0IGZvciB0aGUg4oCYR3JhbQ==?=,multipart/alternative; boundary=769da9c597cd451ecf5c80200f64a25b172a51ab906d8bfa4ee85a1a731a
2021-01-09 22:12:05+05:30,YONO SBI <yonobysbi@sbi.co.in>,Pay your bill on the go and get Credit Limit renewed instantly,"text/html; charset=""us-ascii"""
2021-01-09 22:03:42+05:30,BudgetBakers <noreply@budgetbakers.info>,Instructions to import transactions to Wallet,multipart/alternative; boundary=7e3e67914b2487b50a6d181bf0ff37f569daae7097b0cb6b6dc553524b01
2021-01-09 20:59:57+05:30,AJIO <style@mailer.ajio.in>,2021 Calls For Some Serious Style Upgrade!,"text/html; charset=""UTF-8"""
2021-01-09 19:37:33+05:30,"""zomato"" <noreply@mailers.zomato.com>",=?UTF-8?B?V29ycmllZCBhYm91dCBiaXJkIGZsdT8gQ2hlY2sgdGhpcyDwn5GH?=,text/html; charset=UTF-8
2021-01-09 18:59:11+05:30,"""Amazon.in"" <order-update@amazon.in>",Cancelled: AmazonBasics USB 3.0...,"multipart/alternative; 
	boundary=""----=_Part_96432571_2099662468.1610198951086"""
2021-01-09 18:39:37+05:30,=?ISO-8859-1?B?U0JJIENhcmQ=?= <updates@info.sbicreditcard.com>,Cover your Out of Pocket expenses during hospitalization with Royal Sundaram,"text/html;
	charset=""ISO-8859-1"""
2021-01-09 18:25:45+05:30,credit_cards@icicibank.com,Transaction alert for your ICICI Bank credit card,"multipart/mixed; 
	boundary=""----=_Part_28133166_1387662366.1610196943748"""
2021-01-09 18:25:42+05:30,CRED <orders@cred.club>,Your purchase on CRED was successful,text/html; charset=UTF-8
2021-01-09 18:21:34+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #403-8111595-3744366 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_95974450_1621069435.1610196694232"""
2021-01-09 18:07:19+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #403-5024611-3426710 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_96286264_86410478.1610195839078"""
2021-01-09 17:53:30+05:30,Myntra <updates@myntra.com>,For Skin & Hair #Goals,"multipart/alternative;
	boundary=""b1_33b87e5b8e312cdbcaa9ec6835fbccec"""
2021-01-09 16:36:45+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #403-8133555-6022717 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_95628322_804920888.1610190404798"""
2021-01-09 16:36:05+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Pay utility bills from comfort of your home!,"multipart/alternative;
	boundary=""----=_NextPart_899_B6072FDD.B6072FDD"""
2021-01-09 16:15:38+05:30,=?UTF-8?B?RmxpcGthcnQ=?= <no-reply@ncp.flipkart.com>,=?UTF-8?B?U21hcnQgU29sdXRpb24gdG8gIFN1bW1lciAmICBQb2xsdXRpb24hCgo=?=,"multipart/alternative; boundary=""_----------=_1610188882359491194"""
2021-01-09 15:16:33+05:30,"""Pepperfry"" <newsletter@mktg.pepperfry.com>",Tip of the Week: Invest in Good Sleep,"multipart/alternative; boundary=""_----/Kgu0EPMaj7qd2Zcs/TbyQ===_7F/15-26540-77B79FF5"""
2021-01-09 15:12:46+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,"=?UTF-8?Q?The_time_is_here_to_buy_the_best_Men=E2=80=99s_watches,_now_at_?=
 =?UTF-8?Q?up_to_50%_OFF?=","multipart/alternative;
	boundary=""b1_0ca5dc8bae62ea56d43207154b264bad"""
2021-01-09 14:37:44+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>","Your Amazon.in order #404-0139966-8397123 of 1 item has been
 dispatched","multipart/alternative; 
	boundary=""----=_Part_94409458_1029624459.1610183263919"""
2021-01-09 14:31:11+05:30,Amazon Pay balance <AmazonPay-balance@amazon.in>,Your cashback of Rs 30.00 is here!,"multipart/alternative; 
	boundary=""----=_Part_94104798_489874549.1610182870695"""
2021-01-09 14:31:04+05:30,"""Amazon.in"" <do-not-reply@amazon.in>",Amazon Pay Reward  Unlocked - Get 10% back on Flights,"multipart/alternative; 
	boundary=""----=_Part_93903840_1027615991.1610182863416"""
2021-01-09 14:30:14+05:30,Amazon Pay balance <AmazonPay-balance@amazon.in>,Rs 1078.05 was paid on Amazon.in,"multipart/alternative; 
	boundary=""----=_Part_94071350_1418092276.1610182813917"""
2021-01-09 14:28:38+05:30,"""Amazon.in"" <auto-confirm@amazon.in>",Your Amazon.in order #403-8111595-3744366 of 2 items,"multipart/alternative; 
	boundary=""----=_Part_94154303_69011715.1610182717866"""
2021-01-09 12:22:21+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Flat INR 1500 Discount on Amazon,"multipart/alternative;
	boundary=""----=_NextPart_061_B51ED47F.B51ED47F"""
2021-01-09 11:23:33+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Special Weekend Offer at Croma,"multipart/alternative;
	boundary=""----=_NextPart_125_B4E99A7C.B4E99A7C"""
2021-01-09 11:02:27+05:30,XDA Developers <newsletter@xda-developers.com>,Breaking: Google removes the Parler app from the Play Store,text/html; charset=UTF-8
2021-01-09 10:06:06+05:30,"""Amazon.in Reviews"" <customer-reviews-messages@amazon.in>","Deepak Nambiar, did 'HomeConcept Fiberglass Pre-Stitched Window
 Mesh with Self-Adhesive Hook Tape (100cm x 150cm, Black)' meet your
 expectations? Review it on Amazon","multipart/alternative; 
	boundary=""----=_Part_2894574_1334648150.1610166966232"""
2021-01-09 08:00:03+05:30,"""Medium Daily Digest"" <noreply@medium.com>",=?UTF-8?B?QSBOZXcgV2F5IFRvIFRyYWRlIE1vdmluZyBBdmVyYWdlcyDigJQgQSBTdHVkeSBpbiBQeXRob24uIHwgU29maWVuIEthYWJhciA=?= =?UTF-8?B?aW4gY29kZWJ1cnN0?=,multipart/alternative; boundary=b6ffd2c95a06a1860fc7f92e7d961eefb6b226e7b966b37b0233dee90b95
2021-01-09 05:57:00+05:30,"""Amazon.in"" <store-news@amazon.in>",All-new Echo Dot (4th Gen) |...,"multipart/alternative; 
	boundary=""----=_Part_27227272_1495305231.1610152016348"""
2021-01-09 04:26:59+05:30,"""ICICI Bank"" <services@custcomm.icicibank.com>",Learning made affordable with ICICI Bank Credit Cards,"multipart/alternative;
	boundary=""b1_056df6759954817e2f8f1780336687ca"""
2021-01-09 01:42:31+05:30,"""Spotify"" <no-reply@spotify.com>","New music from artists you love, with Harrdy Sandhu on your Release Radar now",multipart/alternative; boundary=874c7e8205b03fac3a691beb4daafb4ebe5bec49cf31e7f98047694aab99
2021-01-08 22:52:29+05:30,"""Pocket"" <noreply@getpocket.com>",How to (Finally) Start Meditating,multipart/alternative; boundary=9fd55bd85b82c90825d35c667c685e88620b1c41a910a702ab08f4840ebd
2021-01-08 21:42:33+05:30,Citibank India <CitiAlert.India@citicorp.com>,Transaction confirmation on your Citibank credit card,text/HTML
2021-01-08 19:52:57+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_2466718_651071687.1610115775879"""
2021-01-08 19:52:15+05:30,HDFC Bank InstaAlerts <alerts@hdfcbank.net>,View: Account update for your HDFC Bank A/c,"multipart/mixed; 
	boundary=""----=_Part_1175824_1498178124.1610115720598"""
2021-01-08 19:06:23+05:30,Google Maps Timeline <noreply-maps-timeline@google.com>,=?UTF-8?Q?=F0=9F=8C=8D_Deepak=2C_your_2020_update?=,"multipart/alternative; boundary=""000000000000679fc905b863a460"""
2021-01-08 17:54:52+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Planning to travel?,"multipart/alternative;
	boundary=""----=_NextPart_090_4D2F69E5.4D2F69E5"""
2021-01-08 17:01:31+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,Smell good 24/7. Shop the best fragrances now at upto 50% OFF!,"multipart/alternative;
	boundary=""b1_9021705d47068b45c214d7316107bba7"""
2021-01-08 15:18:57+05:30,"""YES Premia CREDIT CARDS"" <customer.communication@custcom.yesbank.email>",Get 10% Cashback on Dell Products,"multipart/alternative;
	boundary=""----=_NextPart_627_B09B0CCE.B09B0CCE"""
2021-01-08 15:13:34+05:30,Myntra <updates@myntra.com>,Click Here For A Virtual Hug,"multipart/alternative;
	boundary=""b1_aec6bca337c274a8c42ca92535cf2040"""
2021-01-08 13:38:25+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: Your Amazon package has been delivered.,"multipart/alternative; 
	boundary=""----=_Part_81466275_1942432140.1610093305443"""
2021-01-08 13:37:18+05:30,"""Amazon.in"" <order-update@amazon.in>",Delivered: Your Amazon package has been delivered.,"multipart/alternative; 
	boundary=""----=_Part_82048163_1950354318.1610093237772"""
2021-01-08 11:40:48+05:30,"""zomato"" <noreply@mailers.zomato.com>",=?UTF-8?B?Q2FuIHlvdSBwbGVhc2UgZG8gc29tZXRoaW5nIGZvciB1cz8g8J+Rhw==?=,text/html; charset=UTF-8
2021-01-08 11:07:10+05:30,XDA Developers <newsletter@xda-developers.com>,Android 11 Update Tracker: List of major phones getting the latest release!,text/html; charset=UTF-8
2021-01-08 09:07:07+05:30,"""Amazon.in"" <shipment-tracking@amazon.in>",Your Amazon.in order #406-2708597-6425116,"multipart/alternative; 
	boundary=""----=_Part_202159282_109640824.1610077027330"""
2021-01-08 09:05:14+05:30,"""Amazon.in"" <do-not-reply@amazon.in>",Amazon Pay Reward  Unlocked - Get Flat 20 back on Swiggy,"multipart/alternative; 
	boundary=""----=_Part_80075220_1728921283.1610076913830"""
2021-01-08 09:05:00+05:30,"""Amazon.in"" <auto-confirm@amazon.in>",Your Amazon.in order #404-0139966-8397123 of 1 item,"multipart/alternative; 
	boundary=""----=_Part_80123796_1951990628.1610076900233"""
2021-01-08 09:04:40+05:30,Amazon Pay balance <AmazonPay-balance@amazon.in>,Rs 115.00 was paid on Amazon.in,"multipart/alternative; 
	boundary=""----=_Part_79359135_1297103791.1610076879956"""
2021-01-08 08:52:50+05:30,"""Amazon.in"" <store-news@amazon.in>",Mivi Collar Wireless Bluetooth...,"multipart/alternative; 
	boundary=""----=_Part_25655064_167883981.1610076169810"""
2021-01-08 08:00:04+05:30,"""Medium Daily Digest"" <noreply@medium.com>",=?UTF-8?B?NiBZQU1MIEZlYXR1cmVzIG1vc3QgcHJvZ3JhbW1lcnMgZG9u4oCZdCBrbm93IHwgTWFydGluIFRob21hIGluIExldmVsIFVwIEM=?= =?UTF-8?B?b2Rpbmc=?=,multipart/alternative; boundary=0828b63570043a5231756730a18a784498b477e5f2ed628c18ee1b068287
2021-01-08 07:46:01+05:30,Citibank India <CitiAlert.India@citicorp.com>,Transaction confirmation on your Citibank credit card,text/HTML
2021-01-08 05:34:04+05:30,Google Account <googleaccount-noreply@google.com>,"Deepak, your Privacy Check-Up has new suggestions for your account","multipart/alternative; boundary=""000000000000541c1c05b8584bf5"""
2021-01-08 00:22:21+05:30,"""Pocket"" <noreply@getpocket.com>","The Siege of Congress, Seen From the Inside",multipart/alternative; boundary=f71aa84812243e93259f96013a38c2ea4611b836fa3fa17f497532bc86c4
2021-01-07 23:32:52+05:30,ShoppersStop <shopping@ss.shoppers-stop.co.in>,For the cosiest of comfort for your little ones - Upto 50% OFF on Kidswear,"multipart/alternative;
	boundary=""b1_a5745d95907b038c3f6ed2a23b919134"""
2021-01-07 22:15:27+05:30,AJIO <style@mailer.ajio.in>,Start 2021 With A Style Splurge At The BIG BOLD SALE!,"text/html; charset=""UTF-8"""
